15/02/1999/15:43:19 1
08/04/1999/16:0:16 2
27/04/1999/14:10:45 3
29/04/1999/9:24:30 4
29/04/1999/13:27:7 5
29/04/1999/16:4:36 6
10/05/1999/17:13:1 7
26/05/1999/16:47:6 8
04/06/1999/12:28:36 9
15/06/1999/13:37:38 10
16/06/1999/23:2:24 11
17/06/1999/0:5:56 12
22/06/1999/14:17:17 13
01/07/1999/16:45:22 14
07/07/1999/14:55:50 15
20/07/1999/19:36:44 16
21/07/1999/21:5:52 17
06/08/1999/15:46:59 18
17/08/1999/14:3:23 19
18/08/1999/8:22:36 20
19/08/1999/14:48:16 21
19/08/1999/22:49:56 22
15/09/1999/9:59:30 23
04/10/1999/15:16:39 24
10/10/1999/18:22:4 25
10/10/1999/19:38:43 26
21/10/1999/12:10:27 27
21/12/1999/9:35:40 28
27/12/1999/14:47:30 29
27/12/1999/14:48:53 30
29/12/1999/6:32:36 31
30/12/1999/11:3:42 32
12/01/2000/16:0:28 33
17/01/2000/20:21:40 34
20/01/2000/10:37:19 35
20/01/2000/10:37:31 36
24/01/2000/12:46:20 37
26/01/2000/22:7:14 38
29/01/2000/13:44:22 39
01/02/2000/16:44:49 40
06/02/2000/15:2:57 41
07/02/2000/18:16:42 42
10/02/2000/14:37:16 43
15/02/2000/13:48:3 44
22/02/2000/11:56:35 45
25/02/2000/15:22:11 46
01/03/2000/23:49:57 47
02/03/2000/1:31:41 48
08/03/2000/8:22:32 49
09/03/2000/9:34:13 50
13/03/2000/15:9:34 51
17/03/2000/10:52:41 52
21/03/2000/11:38:27 53
25/03/2000/19:36:41 54
03/04/2000/18:22:10 55
08/04/2000/7:43:45 56
11/04/2000/23:6:46 57
08/05/2000/20:51:33 58
15/05/2000/7:42:45 59
27/05/2000/15:52:25 60
02/06/2000/14:3:28 61
07/06/2000/18:53:11 62
09/06/2000/8:17:26 63
11/06/2000/10:28:2 64
15/06/2000/17:27:22 65
30/06/2000/9:28:8 66
03/07/2000/18:1:13 67
08/07/2000/5:12:2 68
08/07/2000/20:11:52 69
09/07/2000/12:21:20 70
18/07/2000/10:11:38 71
03/08/2000/10:0:39 72
18/08/2000/13:24:35 73
24/08/2000/19:36:44 74
30/08/2000/16:6:43 75
01/09/2000/12:6:31 76
08/09/2000/4:46:22 77
14/09/2000/17:27:27 78
22/09/2000/19:17:26 79
28/09/2000/1:49:25 80
05/10/2000/23:10:11 81
20/10/2000/16:27:11 82
21/10/2000/6:16:57 83
24/10/2000/9:52:43 84
25/10/2000/6:48:33 85
15/11/2000/10:32:34 86
23/11/2000/16:20:51 87
28/11/2000/13:58:5 88
13/12/2000/1:1:21 89
20/12/2000/8:47:59 90
29/12/2000/18:39:34 91
09/01/2001/10:7:45 92
10/01/2001/5:49:27 93
12/01/2001/16:46:10 94
19/01/2001/14:41:3 95
20/02/2001/9:53:51 96
24/02/2001/22:22:26 97
26/02/2001/13:32:5 98
01/03/2001/13:46:45 99
20/03/2001/9:58:13 100
29/03/2001/16:9:56 101
31/03/2001/21:17:14 102
08/04/2001/21:49:4 103
10/04/2001/13:29:43 104
19/04/2001/16:21:23 105
25/04/2001/22:5:18 106
27/04/2001/10:34:43 107
08/05/2001/12:16:2 108
18/05/2001/13:44:48 109
01/06/2001/12:8:57 110
14/06/2001/7:18:48 111
19/06/2001/12:13:20 112
20/06/2001/11:47:44 113
22/06/2001/6:39:4 114
30/06/2001/15:6:36 115
10/07/2001/12:36:37 116
17/07/2001/14:11:34 117
18/07/2001/10:36:52 118
29/07/2001/6:17:21 119
02/08/2001/14:42:33 120
07/08/2001/15:43:19 121
10/08/2001/13:13:5 122
15/08/2001/21:57:26 123
03/09/2001/15:38:24 124
14/09/2001/16:28:2 125
18/09/2001/19:39:52 126
21/09/2001/22:45:5 127
27/09/2001/8:8:53 128
09/11/2001/1:1:29 129
05/12/2001/15:23:48 130
21/12/2001/7:8:54 131
05/01/2002/21:35:55 132
23/01/2002/12:53:39 133
23/01/2002/13:7:53 134
26/01/2002/1:2:52 135
28/01/2002/12:10:21 136
05/02/2002/22:40:34 137
07/02/2002/4:47:17 138
08/02/2002/10:21:41 139
28/02/2002/12:21:44 140
15/03/2002/10:42:20 141
15/03/2002/17:34:50 142
28/03/2002/16:4:55 143
01/04/2002/14:42:2 144
03/04/2002/1:29:31 145
11/04/2002/9:55:12 146
11/04/2002/21:21:30 147
13/04/2002/18:5:39 148
14/04/2002/11:18:26 149
25/04/2002/0:15:5 150
25/04/2002/0:15:12 151
30/04/2002/11:7:18 152
30/04/2002/11:36:26 153
20/05/2002/18:18:44 154
21/05/2002/20:2:13 155
21/05/2002/20:6:31 156
21/05/2002/20:33:36 157
28/05/2002/15:49:58 158
16/06/2002/20:27:23 159
17/06/2002/17:38:23 160
22/06/2002/13:34:56 161
27/06/2002/15:54:17 162
30/06/2002/9:56:9 163
30/06/2002/9:56:50 164
03/07/2002/0:27:19 165
15/07/2002/20:30:21 166
25/07/2002/4:50:16 167
06/08/2002/20:47:58 168
02/09/2002/10:14:44 169
30/09/2002/13:7:5 170
10/10/2002/19:25:29 171
15/10/2002/5:8:35 172
05/11/2002/23:51:52 173
14/11/2002/14:28:44 174
20/11/2002/16:26:32 175
06/12/2002/21:52:18 176
06/01/2003/18:0:14 177
09/01/2003/20:11:31 178
09/02/2003/8:5:31 179
15/02/2003/19:18:19 180
27/02/2003/14:52:19 181
10/03/2003/14:34:59 182
15/03/2003/1:9:42 183
16/03/2003/18:49:22 184
30/03/2003/7:38:35 185
01/04/2003/17:44:59 186
09/04/2003/9:45:23 187
16/04/2003/0:29:18 188
01/05/2003/19:52:9 189
21/05/2003/0:39:50 190
24/05/2003/6:57:55 191
28/05/2003/10:20:25 192
17/06/2003/17:7:43 193
08/07/2003/23:43:43 194
10/07/2003/18:30:46 195
22/07/2003/19:51:24 196
